Metric,Date,Value,Stock
Net Income Extraordinary,2025-06-30 00:00:00,,ADANIPORTS.NS
Net Income Continuous Operations,2025-06-30 00:00:00,33106000000.0,ADANIPORTS.NS
Tax Provision,2025-06-30 00:00:00,5370000000.0,ADANIPORTS.NS
Pretax Income,2025-06-30 00:00:00,38476000000.0,ADANIPORTS.NS
Other Non Operating Income Expenses,2025-06-30 00:00:00,2960400000.0,ADANIPORTS.NS
Special Income Charges,2025-06-30 00:00:00,0.0,ADANIPORTS.NS
Other Special Charges,2025-06-30 00:00:00,,ADANIPORTS.NS
Restructuring And Mergern Acquisition,2025-06-30 00:00:00,,ADANIPORTS.NS
Net Non Operating Interest Income Expense,2025-06-30 00:00:00,-7826800000.0,ADANIPORTS.NS
Interest Expense Non Operating,2025-06-30 00:00:00,7826800000.0,ADANIPORTS.NS
Operating Income,2025-06-30 00:00:00,42404200000.0,ADANIPORTS.NS
Operating Expense,2025-06-30 00:00:00,5353100000.0,ADANIPORTS.NS
Other Operating Expenses,2025-06-30 00:00:00,5353100000.0,ADANIPORTS.NS
Gross Profit,2025-06-30 00:00:00,47757300000.0,ADANIPORTS.NS
Cost Of Revenue,2025-06-30 00:00:00,43504100000.0,ADANIPORTS.NS
Total Revenue,2025-06-30 00:00:00,91261400000.0,ADANIPORTS.NS
Operating Revenue,2025-06-30 00:00:00,91261400000.0,ADANIPORTS.NS
Tax Effect Of Unusual Items,2025-03-31 00:00:00,-561539320.99447,ADANIPORTS.NS
Tax Rate For Calcs,2025-03-31 00:00:00,0.144066,ADANIPORTS.NS
Normalized EBITDA,2025-03-31 00:00:00,45057500000.0,ADANIPORTS.NS
Total Unusual Items,2025-03-31 00:00:00,-3897800000.0,ADANIPORTS.NS
Total Unusual Items Excluding Goodwill,2025-03-31 00:00:00,-3897800000.0,ADANIPORTS.NS
Net Income From Continuing Operation Net Minority Interest,2025-03-31 00:00:00,30142200000.0,ADANIPORTS.NS
Reconciled Cost Of Revenue,2025-03-31 00:00:00,16563600000.0,ADANIPORTS.NS
EBITDA,2025-03-31 00:00:00,41159700000.0,ADANIPORTS.NS
EBIT,2025-03-31 00:00:00,41159700000.0,ADANIPORTS.NS
Net Interest Income,2025-03-31 00:00:00,55000000.0,ADANIPORTS.NS
Interest Expense,2025-03-31 00:00:00,5840400000.0,ADANIPORTS.NS
Normalized Income,2025-03-31 00:00:00,33478460679.00553,ADANIPORTS.NS
Net Income From Continuing And Discontinued Operation,2025-03-31 00:00:00,30142200000.0,ADANIPORTS.NS
Total Expenses,2025-03-31 00:00:00,45912800000.0,ADANIPORTS.NS
Diluted Average Shares,2025-03-31 00:00:00,,ADANIPORTS.NS
Basic Average Shares,2025-03-31 00:00:00,,ADANIPORTS.NS
Diluted EPS,2025-03-31 00:00:00,,ADANIPORTS.NS
Basic EPS,2025-03-31 00:00:00,,ADANIPORTS.NS
Diluted NI Availto Com Stockholders,2025-03-31 00:00:00,30142200000.0,ADANIPORTS.NS
Net Income Common Stockholders,2025-03-31 00:00:00,30142200000.0,ADANIPORTS.NS
Otherunder Preferred Stock Dividend,2025-03-31 00:00:00,0.0,ADANIPORTS.NS
Net Income,2025-03-31 00:00:00,30142200000.0,ADANIPORTS.NS
Minority Interests,2025-03-31 00:00:00,-88800000.0,ADANIPORTS.NS
Net Income Including Noncontrolling Interests,2025-03-31 00:00:00,30231000000.0,ADANIPORTS.NS
Net Income Extraordinary,2025-03-31 00:00:00,0.0,ADANIPORTS.NS
Net Income Continuous Operations,2025-03-31 00:00:00,30231000000.0,ADANIPORTS.NS
Tax Provision,2025-03-31 00:00:00,5088300000.0,ADANIPORTS.NS
Pretax Income,2025-03-31 00:00:00,35319300000.0,ADANIPORTS.NS
Other Non Operating Income Expenses,2025-03-31 00:00:00,-7586200000.0,ADANIPORTS.NS
Special Income Charges,2025-03-31 00:00:00,-4661500000.0,ADANIPORTS.NS
Other Special Charges,2025-03-31 00:00:00,2825000000.0,ADANIPORTS.NS
Restructuring And Mergern Acquisition,2025-03-31 00:00:00,1836500000.0,ADANIPORTS.NS
Net Non Operating Interest Income Expense,2025-03-31 00:00:00,55000000.0,ADANIPORTS.NS
Interest Expense Non Operating,2025-03-31 00:00:00,5840400000.0,ADANIPORTS.NS
Operating Income,2025-03-31 00:00:00,38971600000.0,ADANIPORTS.NS
Operating Expense,2025-03-31 00:00:00,29349200000.0,ADANIPORTS.NS
Other Operating Expenses,2025-03-31 00:00:00,11814900000.0,ADANIPORTS.NS
Gross Profit,2025-03-31 00:00:00,68320800000.0,ADANIPORTS.NS
Cost Of Revenue,2025-03-31 00:00:00,16563600000.0,ADANIPORTS.NS
Total Revenue,2025-03-31 00:00:00,84884400000.0,ADANIPORTS.NS
Operating Revenue,2025-03-31 00:00:00,84884400000.0,ADANIPORTS.NS
Tax Effect Of Unusual Items,2024-12-31 00:00:00,-279047439.790455,ADANIPORTS.NS
Tax Rate For Calcs,2024-12-31 00:00:00,0.16606,ADANIPORTS.NS
Normalized EBITDA,2024-12-31 00:00:00,39465900000.0,ADANIPORTS.NS
Total Unusual Items,2024-12-31 00:00:00,-1680400000.0,ADANIPORTS.NS
Total Unusual Items Excluding Goodwill,2024-12-31 00:00:00,-1680400000.0,ADANIPORTS.NS
Net Income From Continuing Operation Net Minority Interest,2024-12-31 00:00:00,25202600000.0,ADANIPORTS.NS
Reconciled Cost Of Revenue,2024-12-31 00:00:00,37414300000.0,ADANIPORTS.NS
EBITDA,2024-12-31 00:00:00,37785500000.0,ADANIPORTS.NS
EBIT,2024-12-31 00:00:00,37785500000.0,ADANIPORTS.NS
Net Interest Income,2024-12-31 00:00:00,-7586800000.0,ADANIPORTS.NS
Interest Expense,2024-12-31 00:00:00,7586800000.0,ADANIPORTS.NS
Normalized Income,2024-12-31 00:00:00,26603952560.209545,ADANIPORTS.NS
Net Income From Continuing And Discontinued Operation,2024-12-31 00:00:00,25202600000.0,ADANIPORTS.NS
Total Expenses,2024-12-31 00:00:00,42672500000.0,ADANIPORTS.NS
Diluted Average Shares,2024-12-31 00:00:00,2159605827.0,ADANIPORTS.NS
Basic Average Shares,2024-12-31 00:00:00,2159605827.0,ADANIPORTS.NS
Diluted EPS,2024-12-31 00:00:00,11.67,ADANIPORTS.NS
Basic EPS,2024-12-31 00:00:00,11.67,ADANIPORTS.NS
Diluted NI Availto Com Stockholders,2024-12-31 00:00:00,25202600000.0,ADANIPORTS.NS
Net Income Common Stockholders,2024-12-31 00:00:00,25202600000.0,ADANIPORTS.NS
Otherunder Preferred Stock Dividend,2024-12-31 00:00:00,0.0,ADANIPORTS.NS
Net Income,2024-12-31 00:00:00,25202600000.0,ADANIPORTS.NS
Minority Interests,2024-12-31 00:00:00,18700000.0,ADANIPORTS.NS
Net Income Including Noncontrolling Interests,2024-12-31 00:00:00,25183900000.0,ADANIPORTS.NS
Net Income Extraordinary,2024-12-31 00:00:00,0.0,ADANIPORTS.NS
Net Income Continuous Operations,2024-12-31 00:00:00,25183900000.0,ADANIPORTS.NS
Tax Provision,2024-12-31 00:00:00,5014800000.0,ADANIPORTS.NS
Pretax Income,2024-12-31 00:00:00,30198700000.0,ADANIPORTS.NS
Other Non Operating Income Expenses,2024-12-31 00:00:00,2233500000.0,ADANIPORTS.NS
Special Income Charges,2024-12-31 00:00:00,-278500000.0,ADANIPORTS.NS
Other Special Charges,2024-12-31 00:00:00,278500000.0,ADANIPORTS.NS
Restructuring And Mergern Acquisition,2024-12-31 00:00:00,,ADANIPORTS.NS
Net Non Operating Interest Income Expense,2024-12-31 00:00:00,-7586800000.0,ADANIPORTS.NS
Interest Expense Non Operating,2024-12-31 00:00:00,7586800000.0,ADANIPORTS.NS
Operating Income,2024-12-31 00:00:00,36963000000.0,ADANIPORTS.NS
Operating Expense,2024-12-31 00:00:00,5258200000.0,ADANIPORTS.NS
Other Operating Expenses,2024-12-31 00:00:00,5258200000.0,ADANIPORTS.NS
Gross Profit,2024-12-31 00:00:00,42221200000.0,ADANIPORTS.NS
Cost Of Revenue,2024-12-31 00:00:00,37414300000.0,ADANIPORTS.NS
Total Revenue,2024-12-31 00:00:00,79635500000.0,ADANIPORTS.NS
Operating Revenue,2024-12-31 00:00:00,79635500000.0,ADANIPORTS.NS
Tax Effect Of Unusual Items,2024-09-30 00:00:00,179670724.428717,ADANIPORTS.NS
Tax Rate For Calcs,2024-09-30 00:00:00,0.163814,ADANIPORTS.NS
Normalized EBITDA,2024-09-30 00:00:00,34640500000.0,ADANIPORTS.NS
Total Unusual Items,2024-09-30 00:00:00,1096800000.0,ADANIPORTS.NS
Total Unusual Items Excluding Goodwill,2024-09-30 00:00:00,1096800000.0,ADANIPORTS.NS
Net Income From Continuing Operation Net Minority Interest,2024-09-30 00:00:00,24450000000.0,ADANIPORTS.NS
Reconciled Cost Of Revenue,2024-09-30 00:00:00,33454500000.0,ADANIPORTS.NS
EBITDA,2024-09-30 00:00:00,35737300000.0,ADANIPORTS.NS
EBIT,2024-09-30 00:00:00,35737300000.0,ADANIPORTS.NS
Net Interest Income,2024-09-30 00:00:00,-6885600000.0,ADANIPORTS.NS
Interest Expense,2024-09-30 00:00:00,6885600000.0,ADANIPORTS.NS
Normalized Income,2024-09-30 00:00:00,23532870724.42872,ADANIPORTS.NS
Net Income From Continuing And Discontinued Operation,2024-09-30 00:00:00,24450000000.0,ADANIPORTS.NS
Total Expenses,2024-09-30 00:00:00,37747200000.0,ADANIPORTS.NS
Diluted Average Shares,2024-09-30 00:00:00,2159893993.0,ADANIPORTS.NS
Basic Average Shares,2024-09-30 00:00:00,2159893993.0,ADANIPORTS.NS
Diluted EPS,2024-09-30 00:00:00,11.32,ADANIPORTS.NS
Basic EPS,2024-09-30 00:00:00,11.32,ADANIPORTS.NS
Diluted NI Availto Com Stockholders,2024-09-30 00:00:00,24450000000.0,ADANIPORTS.NS
Net Income Common Stockholders,2024-09-30 00:00:00,24450000000.0,ADANIPORTS.NS
Otherunder Preferred Stock Dividend,2024-09-30 00:00:00,0.0,ADANIPORTS.NS
Net Income,2024-09-30 00:00:00,24450000000.0,ADANIPORTS.NS
Minority Interests,2024-09-30 00:00:00,324600000.0,ADANIPORTS.NS
Net Income Including Noncontrolling Interests,2024-09-30 00:00:00,24125400000.0,ADANIPORTS.NS
Net Income Extraordinary,2024-09-30 00:00:00,,ADANIPORTS.NS
Net Income Continuous Operations,2024-09-30 00:00:00,24125400000.0,ADANIPORTS.NS
Tax Provision,2024-09-30 00:00:00,4726300000.0,ADANIPORTS.NS
Pretax Income,2024-09-30 00:00:00,28851700000.0,ADANIPORTS.NS
Other Non Operating Income Expenses,2024-09-30 00:00:00,3053500000.0,ADANIPORTS.NS
Special Income Charges,2024-09-30 00:00:00,-517700000.0,ADANIPORTS.NS
Other Special Charges,2024-09-30 00:00:00,,ADANIPORTS.NS
Restructuring And Mergern Acquisition,2024-09-30 00:00:00,517700000.0,ADANIPORTS.NS
Net Non Operating Interest Income Expense,2024-09-30 00:00:00,-6885600000.0,ADANIPORTS.NS
Interest Expense Non Operating,2024-09-30 00:00:00,6885600000.0,ADANIPORTS.NS
Operating Income,2024-09-30 00:00:00,32923000000.0,ADANIPORTS.NS
Operating Expense,2024-09-30 00:00:00,4292700000.0,ADANIPORTS.NS
Other Operating Expenses,2024-09-30 00:00:00,4292700000.0,ADANIPORTS.NS
Gross Profit,2024-09-30 00:00:00,37215700000.0,ADANIPORTS.NS
Cost Of Revenue,2024-09-30 00:00:00,33454500000.0,ADANIPORTS.NS
Total Revenue,2024-09-30 00:00:00,70670200000.0,ADANIPORTS.NS
Operating Revenue,2024-09-30 00:00:00,70670200000.0,ADANIPORTS.NS
Tax Effect Of Unusual Items,2024-06-30 00:00:00,850114972.513326,ADANIPORTS.NS
Tax Rate For Calcs,2024-06-30 00:00:00,0.135115,ADANIPORTS.NS
Normalized EBITDA,2024-06-30 00:00:00,36188700000.0,ADANIPORTS.NS
Total Unusual Items,2024-06-30 00:00:00,6291800000.0,ADANIPORTS.NS
Total Unusual Items Excluding Goodwill,2024-06-30 00:00:00,6291800000.0,ADANIPORTS.NS
Net Income From Continuing Operation Net Minority Interest,2024-06-30 00:00:00,31128300000.0,ADANIPORTS.NS
Reconciled Cost Of Revenue,2024-06-30 00:00:00,33477100000.0,ADANIPORTS.NS
EBITDA,2024-06-30 00:00:00,42480500000.0,ADANIPORTS.NS
EBIT,2024-06-30 00:00:00,42480500000.0,ADANIPORTS.NS
Net Interest Income,2024-06-30 00:00:00,-6554000000.0,ADANIPORTS.NS
Interest Expense,2024-06-30 00:00:00,6554000000.0,ADANIPORTS.NS
Normalized Income,2024-06-30 00:00:00,25686614972.513325,ADANIPORTS.NS
Net Income From Continuing And Discontinued Operation,2024-06-30 00:00:00,31128300000.0,ADANIPORTS.NS
Total Expenses,2024-06-30 00:00:00,37237100000.0,ADANIPORTS.NS
Diluted Average Shares,2024-06-30 00:00:00,2160187370.0,ADANIPORTS.NS
Basic Average Shares,2024-06-30 00:00:00,2160187370.0,ADANIPORTS.NS
Diluted EPS,2024-06-30 00:00:00,14.41,ADANIPORTS.NS
Basic EPS,2024-06-30 00:00:00,14.41,ADANIPORTS.NS
Diluted NI Availto Com Stockholders,2024-06-30 00:00:00,31128300000.0,ADANIPORTS.NS
Net Income Common Stockholders,2024-06-30 00:00:00,31128300000.0,ADANIPORTS.NS
Otherunder Preferred Stock Dividend,2024-06-30 00:00:00,0.0,ADANIPORTS.NS
Net Income,2024-06-30 00:00:00,31128300000.0,ADANIPORTS.NS
Minority Interests,2024-06-30 00:00:00,56000000.0,ADANIPORTS.NS
Net Income Including Noncontrolling Interests,2024-06-30 00:00:00,31072300000.0,ADANIPORTS.NS
Net Income Extraordinary,2024-06-30 00:00:00,,ADANIPORTS.NS
Net Income Continuous Operations,2024-06-30 00:00:00,31072300000.0,ADANIPORTS.NS
Tax Provision,2024-06-30 00:00:00,4854200000.0,ADANIPORTS.NS
Pretax Income,2024-06-30 00:00:00,35926500000.0,ADANIPORTS.NS
Other Non Operating Income Expenses,2024-06-30 00:00:00,4945900000.0,ADANIPORTS.NS
Special Income Charges,2024-06-30 00:00:00,4578400000.0,ADANIPORTS.NS
Other Special Charges,2024-06-30 00:00:00,-6032700000.0,ADANIPORTS.NS
Restructuring And Mergern Acquisition,2024-06-30 00:00:00,1454300000.0,ADANIPORTS.NS
Net Non Operating Interest Income Expense,2024-06-30 00:00:00,-6554000000.0,ADANIPORTS.NS
Interest Expense Non Operating,2024-06-30 00:00:00,6554000000.0,ADANIPORTS.NS
Operating Income,2024-06-30 00:00:00,32326100000.0,ADANIPORTS.NS
Operating Expense,2024-06-30 00:00:00,3760000000.0,ADANIPORTS.NS
Other Operating Expenses,2024-06-30 00:00:00,3760000000.0,ADANIPORTS.NS
Gross Profit,2024-06-30 00:00:00,36086100000.0,ADANIPORTS.NS
Cost Of Revenue,2024-06-30 00:00:00,33477100000.0,ADANIPORTS.NS
Total Revenue,2024-06-30 00:00:00,69563200000.0,ADANIPORTS.NS
Operating Revenue,2024-06-30 00:00:00,69563200000.0,ADANIPORTS.NS
Tax Effect Of Unusual Items,2023-12-31 00:00:00,,ADANIPORTS.NS
Tax Rate For Calcs,2023-12-31 00:00:00,,ADANIPORTS.NS
Normalized EBITDA,2023-12-31 00:00:00,,ADANIPORTS.NS
Total Unusual Items,2023-12-31 00:00:00,,ADANIPORTS.NS
Total Unusual Items Excluding Goodwill,2023-12-31 00:00:00,,ADANIPORTS.NS
Net Income From Continuing Operation Net Minority Interest,2023-12-31 00:00:00,,ADANIPORTS.NS
Reconciled Cost Of Revenue,2023-12-31 00:00:00,,ADANIPORTS.NS
EBITDA,2023-12-31 00:00:00,,ADANIPORTS.NS
EBIT,2023-12-31 00:00:00,,ADANIPORTS.NS
Net Interest Income,2023-12-31 00:00:00,,ADANIPORTS.NS
Interest Expense,2023-12-31 00:00:00,,ADANIPORTS.NS
Normalized Income,2023-12-31 00:00:00,,ADANIPORTS.NS
Net Income From Continuing And Discontinued Operation,2023-12-31 00:00:00,,ADANIPORTS.NS
Total Expenses,2023-12-31 00:00:00,,ADANIPORTS.NS
Diluted Average Shares,2023-12-31 00:00:00,2160870841.0,ADANIPORTS.NS
Basic Average Shares,2023-12-31 00:00:00,2160870841.0,ADANIPORTS.NS
Diluted EPS,2023-12-31 00:00:00,10.22,ADANIPORTS.NS
Basic EPS,2023-12-31 00:00:00,10.22,ADANIPORTS.NS
Diluted NI Availto Com Stockholders,2023-12-31 00:00:00,,ADANIPORTS.NS
Net Income Common Stockholders,2023-12-31 00:00:00,,ADANIPORTS.NS
Otherunder Preferred Stock Dividend,2023-12-31 00:00:00,,ADANIPORTS.NS
Net Income,2023-12-31 00:00:00,,ADANIPORTS.NS
Minority Interests,2023-12-31 00:00:00,,ADANIPORTS.NS
Net Income Including Noncontrolling Interests,2023-12-31 00:00:00,,ADANIPORTS.NS
Net Income Extraordinary,2023-12-31 00:00:00,0.0,ADANIPORTS.NS
Net Income Continuous Operations,2023-12-31 00:00:00,,ADANIPORTS.NS
Tax Provision,2023-12-31 00:00:00,,ADANIPORTS.NS
Pretax Income,2023-12-31 00:00:00,,ADANIPORTS.NS
Other Non Operating Income Expenses,2023-12-31 00:00:00,,ADANIPORTS.NS
Special Income Charges,2023-12-31 00:00:00,,ADANIPORTS.NS
Other Special Charges,2023-12-31 00:00:00,,ADANIPORTS.NS
Restructuring And Mergern Acquisition,2023-12-31 00:00:00,,ADANIPORTS.NS
Net Non Operating Interest Income Expense,2023-12-31 00:00:00,,ADANIPORTS.NS
Interest Expense Non Operating,2023-12-31 00:00:00,,ADANIPORTS.NS
Operating Income,2023-12-31 00:00:00,,ADANIPORTS.NS
Operating Expense,2023-12-31 00:00:00,,ADANIPORTS.NS
Other Operating Expenses,2023-12-31 00:00:00,,ADANIPORTS.NS
Gross Profit,2023-12-31 00:00:00,,ADANIPORTS.NS
Cost Of Revenue,2023-12-31 00:00:00,,ADANIPORTS.NS
Total Revenue,2023-12-31 00:00:00,,ADANIPORTS.NS
Operating Revenue,2023-12-31 00:00:00,,ADANIPORTS.NS
Tax Effect Of Unusual Items,2025-06-30 00:00:00,0.0,TITAN.NS
Tax Rate For Calcs,2025-06-30 00:00:00,0.262838,TITAN.NS
Normalized EBITDA,2025-06-30 00:00:00,19350000000.0,TITAN.NS
Net Income From Continuing Operation Net Minority Interest,2025-06-30 00:00:00,10910000000.0,TITAN.NS
Reconciled Depreciation,2025-06-30 00:00:00,1840000000.0,TITAN.NS
Reconciled Cost Of Revenue,2025-06-30 00:00:00,128110000000.0,TITAN.NS
EBITDA,2025-06-30 00:00:00,19350000000.0,TITAN.NS
EBIT,2025-06-30 00:00:00,17510000000.0,TITAN.NS
Net Interest Income,2025-06-30 00:00:00,-2710000000.0,TITAN.NS
Interest Expense,2025-06-30 00:00:00,2710000000.0,TITAN.NS
Normalized Income,2025-06-30 00:00:00,10910000000.0,TITAN.NS
Net Income From Continuing And Discontinued Operation,2025-06-30 00:00:00,10910000000.0,TITAN.NS
Total Expenses,2025-06-30 00:00:00,131680000000.0,TITAN.NS
Diluted Average Shares,2025-06-30 00:00:00,886991870.0,TITAN.NS
Basic Average Shares,2025-06-30 00:00:00,886991870.0,TITAN.NS
Diluted EPS,2025-06-30 00:00:00,12.3,TITAN.NS
Basic EPS,2025-06-30 00:00:00,12.3,TITAN.NS
Diluted NI Availto Com Stockholders,2025-06-30 00:00:00,10910000000.0,TITAN.NS
Net Income Common Stockholders,2025-06-30 00:00:00,10910000000.0,TITAN.NS
Otherunder Preferred Stock Dividend,2025-06-30 00:00:00,0.0,TITAN.NS
Net Income,2025-06-30 00:00:00,10910000000.0,TITAN.NS
Minority Interests,2025-06-30 00:00:00,0.0,TITAN.NS
Net Income Including Noncontrolling Interests,2025-06-30 00:00:00,10910000000.0,TITAN.NS
Net Income Continuous Operations,2025-06-30 00:00:00,10910000000.0,TITAN.NS
Tax Provision,2025-06-30 00:00:00,3890000000.0,TITAN.NS
Pretax Income,2025-06-30 00:00:00,14800000000.0,TITAN.NS
Other Non Operating Income Expenses,2025-06-30 00:00:00,1050000000.0,TITAN.NS
Net Non Operating Interest Income Expense,2025-06-30 00:00:00,-2710000000.0,TITAN.NS
Interest Expense Non Operating,2025-06-30 00:00:00,2710000000.0,TITAN.NS
Operating Income,2025-06-30 00:00:00,16460000000.0,TITAN.NS
Operating Expense,2025-06-30 00:00:00,3570000000.0,TITAN.NS
Other Operating Expenses,2025-06-30 00:00:00,9630000000.0,TITAN.NS
Depreciation And Amortization In Income Statement,2025-06-30 00:00:00,1840000000.0,TITAN.NS
Depreciation Income Statement,2025-06-30 00:00:00,1840000000.0,TITAN.NS
Selling General And Administration,2025-06-30 00:00:00,3280000000.0,TITAN.NS
Selling And Marketing Expense,2025-06-30 00:00:00,3280000000.0,TITAN.NS
Gross Profit,2025-06-30 00:00:00,20030000000.0,TITAN.NS
Cost Of Revenue,2025-06-30 00:00:00,128110000000.0,TITAN.NS
Total Revenue,2025-06-30 00:00:00,148140000000.0,TITAN.NS
Operating Revenue,2025-06-30 00:00:00,148140000000.0,TITAN.NS
Tax Effect Of Unusual Items,2025-03-31 00:00:00,0.0,TITAN.NS
Tax Rate For Calcs,2025-03-31 00:00:00,0.284893,TITAN.NS
Normalized EBITDA,2025-03-31 00:00:00,16530000000.0,TITAN.NS
Net Income From Continuing Operation Net Minority Interest,2025-03-31 00:00:00,8710000000.0,TITAN.NS
Reconciled Depreciation,2025-03-31 00:00:00,1830000000.0,TITAN.NS
Reconciled Cost Of Revenue,2025-03-31 00:00:00,115740000000.0,TITAN.NS
EBITDA,2025-03-31 00:00:00,16530000000.0,TITAN.NS
EBIT,2025-03-31 00:00:00,14700000000.0,TITAN.NS
Net Interest Income,2025-03-31 00:00:00,490000000.0,TITAN.NS
Interest Expense,2025-03-31 00:00:00,2520000000.0,TITAN.NS
Normalized Income,2025-03-31 00:00:00,8710000000.0,TITAN.NS
Net Income From Continuing And Discontinued Operation,2025-03-31 00:00:00,8710000000.0,TITAN.NS
Total Expenses,2025-03-31 00:00:00,156910000000.0,TITAN.NS
Diluted Average Shares,2025-03-31 00:00:00,,TITAN.NS
Basic Average Shares,2025-03-31 00:00:00,,TITAN.NS
Diluted EPS,2025-03-31 00:00:00,,TITAN.NS
Basic EPS,2025-03-31 00:00:00,,TITAN.NS
Diluted NI Availto Com Stockholders,2025-03-31 00:00:00,8710000000.0,TITAN.NS
Net Income Common Stockholders,2025-03-31 00:00:00,8710000000.0,TITAN.NS
Otherunder Preferred Stock Dividend,2025-03-31 00:00:00,0.0,TITAN.NS
Net Income,2025-03-31 00:00:00,8710000000.0,TITAN.NS
Minority Interests,2025-03-31 00:00:00,0.0,TITAN.NS
Net Income Including Noncontrolling Interests,2025-03-31 00:00:00,8710000000.0,TITAN.NS
Net Income Continuous Operations,2025-03-31 00:00:00,8710000000.0,TITAN.NS
Tax Provision,2025-03-31 00:00:00,3470000000.0,TITAN.NS
Pretax Income,2025-03-31 00:00:00,12180000000.0,TITAN.NS
Other Non Operating Income Expenses,2025-03-31 00:00:00,-3440000000.0,TITAN.NS
Net Non Operating Interest Income Expense,2025-03-31 00:00:00,490000000.0,TITAN.NS
Interest Expense Non Operating,2025-03-31 00:00:00,2520000000.0,TITAN.NS
Operating Income,2025-03-31 00:00:00,13610000000.0,TITAN.NS
Operating Expense,2025-03-31 00:00:00,41170000000.0,TITAN.NS
Other Operating Expenses,2025-03-31 00:00:00,-13170000000.0,TITAN.NS
Depreciation And Amortization In Income Statement,2025-03-31 00:00:00,1830000000.0,TITAN.NS
Depreciation Income Statement,2025-03-31 00:00:00,1220000000.0,TITAN.NS
Selling General And Administration,2025-03-31 00:00:00,22990000000.0,TITAN.NS
Selling And Marketing Expense,2025-03-31 00:00:00,20080000000.0,TITAN.NS
Gross Profit,2025-03-31 00:00:00,54780000000.0,TITAN.NS
Cost Of Revenue,2025-03-31 00:00:00,115740000000.0,TITAN.NS
Total Revenue,2025-03-31 00:00:00,170520000000.0,TITAN.NS
Operating Revenue,2025-03-31 00:00:00,170520000000.0,TITAN.NS
Tax Effect Of Unusual Items,2024-12-31 00:00:00,0.0,TITAN.NS
Tax Rate For Calcs,2024-12-31 00:00:00,0.25,TITAN.NS
Normalized EBITDA,2024-12-31 00:00:00,18020000000.0,TITAN.NS
Net Income From Continuing Operation Net Minority Interest,2024-12-31 00:00:00,10470000000.0,TITAN.NS
Reconciled Depreciation,2024-12-31 00:00:00,1750000000.0,TITAN.NS
Reconciled Cost Of Revenue,2024-12-31 00:00:00,140830000000.0,TITAN.NS
EBITDA,2024-12-31 00:00:00,18020000000.0,TITAN.NS
EBIT,2024-12-31 00:00:00,16270000000.0,TITAN.NS
Net Interest Income,2024-12-31 00:00:00,-2310000000.0,TITAN.NS
Interest Expense,2024-12-31 00:00:00,2310000000.0,TITAN.NS
Normalized Income,2024-12-31 00:00:00,10470000000.0,TITAN.NS
Net Income From Continuing And Discontinued Operation,2024-12-31 00:00:00,10470000000.0,TITAN.NS
